origin_zone,total,Hour0,hour1,hour2,hour3,hour4,hour5,hour6,hour7,hour8,hour9,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23
973,165,0,0,0,0,1,3,0,5,6,11,12,11,17,6,19,10,21,9,12,7,5,5,4,1
974,116,0,0,0,0,2,3,6,11,10,8,7,6,6,6,4,7,6,10,10,3,4,3,3,1
975,84,0,0,0,0,1,0,1,1,1,10,6,5,11,4,3,4,10,8,5,6,4,2,2,0
976,61,0,0,0,0,0,3,3,1,1,7,4,4,4,7,5,5,2,2,5,3,1,2,1,1
977,1867,0,0,0,0,3,33,40,39,51,119,145,136,143,116,138,136,149,172,130,111,91,75,29,11
978,380,0,0,0,0,0,5,6,8,7,26,36,30,34,27,28,27,33,22,31,20,20,12,7,1
979,45,0,0,0,0,0,3,4,2,1,3,4,2,3,5,2,2,2,3,1,2,1,2,2,1
980,106,0,0,0,0,0,0,1,4,2,14,12,8,7,9,5,4,6,11,6,3,4,7,3,0
981,87,0,0,0,0,0,0,2,2,3,12,9,7,9,4,5,6,8,5,6,2,0,4,3,0
982,8,0,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
983,110,0,0,0,0,1,5,5,7,16,10,8,4,4,6,3,6,7,11,4,6,5,2,0,0
984,198,0,0,0,0,0,2,9,5,10,12,21,16,11,19,10,13,21,16,10,4,8,3,7,1
985,501,0,0,0,0,1,10,19,25,30,53,36,36,35,29,31,39,34,25,22,21,25,12,12,6
986,145,0,0,0,0,0,0,4,3,2,11,20,8,11,17,10,9,10,13,9,6,7,2,2,1
987,116,0,0,0,0,0,3,3,5,9,12,7,9,11,5,7,7,9,8,8,2,6,4,1,0
988,151,0,0,0,0,1,1,6,11,5,6,10,17,13,11,12,14,14,13,7,2,5,2,0,1
989,34,0,0,0,0,0,2,4,2,7,2,0,2,1,1,0,2,4,1,3,2,0,0,1,0
990,107,0,0,0,0,1,4,6,6,9,11,12,5,2,7,8,2,7,6,4,7,2,3,5,0
991,12,0,0,0,0,0,1,3,2,0,0,0,2,1,0,0,0,2,0,1,0,0,0,0,0
992,361,0,0,0,0,3,10,25,28,33,32,20,22,22,13,19,27,23,28,18,15,5,9,8,1
993,121,0,0,0,0,0,1,3,2,6,10,6,6,6,9,27,13,11,9,2,4,3,2,1,0
994,179,0,0,0,0,1,6,8,18,19,12,9,11,8,14,9,6,10,18,9,9,7,3,2,0
995,10,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,2,0,0,0,0,2,0,0,0
996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
997,59,0,0,0,0,1,2,8,3,6,7,3,2,2,2,1,7,3,3,3,3,2,1,0,0
998,148,0,0,0,0,0,7,7,15,12,11,12,10,4,8,9,13,12,7,10,6,1,3,1,0
999,121,0,0,0,0,0,6,8,12,8,6,13,11,8,8,5,6,10,7,4,2,5,1,1,0
1000,33,0,0,0,0,0,3,1,3,3,1,1,4,2,4,0,2,5,3,1,0,0,0,0,0
1001,39,0,0,0,0,0,4,5,2,5,1,1,2,5,1,0,1,1,2,5,3,1,0,0,0
1002,7,0,0,0,0,0,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0
1003,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1006,394,0,0,0,0,3,16,21,32,29,20,33,24,19,18,15,29,26,26,24,18,19,9,10,3
1007,300,0,0,0,0,7,21,32,44,30,20,11,11,13,12,10,12,12,16,16,11,8,6,6,2
1008,27,0,0,0,0,0,1,0,4,0,4,1,2,2,3,2,2,2,2,1,1,0,0,0,0
1009,50,0,0,0,0,2,1,2,4,3,3,2,4,1,6,4,3,4,4,2,2,1,2,0,0
1010,110,0,0,0,0,0,6,11,14,10,14,5,9,6,2,6,8,6,5,2,1,2,0,3,0
1011,115,0,0,0,0,0,10,15,16,17,8,9,6,10,1,3,4,2,5,2,3,1,1,2,0
1016,28,0,0,0,0,0,1,2,0,1,1,2,1,0,3,0,1,4,5,2,1,1,0,1,2
1017,153,0,0,0,0,0,0,4,11,8,6,7,7,11,12,16,11,13,13,8,5,11,8,1,1
1018,162,0,0,0,0,0,3,6,7,15,9,7,10,15,13,8,17,5,15,11,5,7,7,1,1
1019,97,0,0,0,0,0,0,5,1,4,3,5,6,3,3,12,11,8,13,9,6,3,4,1,0
1020,134,0,0,0,0,0,4,4,4,8,15,9,14,6,9,6,5,10,5,15,6,6,5,2,1
1021,79,0,0,0,0,1,0,1,4,6,5,4,5,6,5,1,3,10,9,7,1,5,5,1,0
1022,20,0,0,0,0,0,1,3,0,0,2,1,1,2,0,1,2,4,1,1,1,0,0,0,0
1023,20,0,0,0,0,1,0,1,1,1,1,3,2,0,1,2,3,1,1,0,0,2,0,0,0
1024,46,0,0,0,0,0,1,2,4,3,9,2,3,1,1,0,4,3,4,0,2,0,3,4,0
1025,198,0,0,0,0,0,8,5,12,11,15,21,14,8,15,19,9,12,13,13,7,2,6,6,2
1026,112,0,0,0,0,1,3,4,4,5,6,14,6,6,6,10,7,8,8,9,5,4,3,2,1
1027,98,0,0,0,0,1,5,3,7,9,11,11,5,2,4,5,5,6,5,4,6,3,3,3,0
1028,66,0,0,0,0,1,1,1,1,1,5,0,5,5,5,4,6,4,8,9,5,4,1,0,0
1029,102,0,0,0,0,1,1,2,1,6,8,7,3,8,9,7,6,11,8,3,15,1,4,0,1
1030,62,0,0,0,0,0,0,0,1,1,1,1,5,4,8,6,2,9,7,5,5,2,3,2,0
1031,22,0,0,0,0,0,0,0,0,0,2,0,3,6,1,1,2,0,3,2,1,1,0,0,0
1032,247,0,0,0,0,2,5,3,7,12,5,11,14,15,19,19,18,23,24,19,21,10,14,5,1
1033,19,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1,2,2,2,1,1,0,1,0
1034,42,0,0,0,0,1,0,2,2,2,2,3,4,2,0,4,4,1,5,2,2,5,1,0,0
1035,91,0,0,0,0,0,2,2,3,5,3,5,5,8,6,6,6,7,10,3,9,5,5,1,0
1036,79,0,0,0,0,1,0,1,5,3,3,9,5,5,1,8,5,6,10,8,3,3,1,2,0
1037,103,0,0,0,0,0,0,1,2,6,7,8,6,6,13,6,9,8,13,6,7,0,2,2,1
1038,193,0,0,0,0,1,1,6,9,7,7,8,9,14,18,11,13,28,28,12,7,4,7,3,0
1039,249,0,0,0,0,0,2,8,7,8,7,16,18,21,24,26,19,22,27,15,10,10,7,1,1
1040,208,0,0,0,0,2,7,8,18,15,15,18,18,12,15,13,8,12,15,9,4,10,6,1,2
1041,19,0,0,0,0,0,0,2,0,1,3,0,0,2,0,0,2,2,1,2,0,0,1,1,2
1042,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1043,16,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1,2,0,1,3,0,3,0,0,0
1044,28,0,0,0,0,0,0,0,2,0,2,0,5,3,5,0,0,4,0,2,5,0,0,0,0
1045,18,0,0,0,0,0,1,2,0,0,1,2,0,4,1,0,1,3,2,1,0,0,0,0,0
1046,77,0,0,0,0,0,1,1,1,3,5,4,1,7,6,16,2,13,6,6,2,2,0,0,1
1047,21,0,0,0,0,0,1,0,1,3,0,0,2,0,2,4,0,2,1,1,2,0,1,0,1
1048,24,0,0,0,0,1,0,2,2,1,2,2,2,0,2,1,2,2,1,1,0,0,1,1,1
1049,52,0,0,0,0,0,4,5,2,3,6,5,4,2,3,1,1,5,3,2,0,2,3,0,1
1050,81,0,0,0,0,1,1,5,6,7,6,5,2,8,3,6,5,6,8,4,3,2,1,2,0
1051,74,0,0,0,0,1,3,4,5,6,7,3,8,2,7,5,3,2,7,4,1,2,4,0,0
1052,51,0,0,0,0,0,0,3,4,5,3,2,2,5,3,2,6,2,5,3,2,2,2,0,0
1053,43,0,0,0,0,0,1,2,1,2,3,3,0,2,4,3,2,4,1,7,3,2,2,1,0
1054,40,0,0,0,0,0,1,2,2,0,0,2,1,7,4,2,2,7,3,1,1,2,3,0,0
1055,72,0,0,0,0,1,2,3,8,5,5,4,3,4,3,8,5,7,5,2,2,1,3,1,0
1056,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
1057,73,0,0,0,0,0,2,6,2,5,3,4,3,7,4,14,6,2,1,6,2,5,1,0,0
1058,38,0,0,0,0,0,1,2,2,4,3,2,2,2,0,2,6,3,2,4,0,0,1,1,1
1059,84,0,0,0,0,0,3,5,5,11,3,4,7,2,3,6,8,7,6,3,3,7,1,0,0
1060,116,0,0,0,0,1,4,9,7,11,10,8,8,6,5,2,8,4,6,13,5,6,2,1,0
1061,15,0,0,0,0,0,1,0,1,3,2,0,0,0,1,1,0,3,0,2,1,0,0,0,0
1062,66,0,0,0,0,0,1,2,5,6,2,3,5,7,4,11,6,2,3,2,3,3,0,1,0
1063,42,0,0,0,0,0,0,1,2,3,2,2,3,3,2,1,1,3,6,2,3,3,1,3,1
1064,132,0,0,0,0,0,1,3,4,4,6,8,8,10,8,14,12,9,18,14,6,3,4,0,0
1065,15,0,0,0,0,0,1,0,0,0,0,2,2,1,0,3,0,3,0,1,1,0,0,1,0
1066,164,0,0,0,0,0,3,5,8,15,14,12,11,12,11,16,8,12,10,10,6,3,2,5,1
1067,109,0,0,0,0,0,1,3,5,7,3,5,7,8,6,10,9,7,11,7,12,4,3,1,0
1068,215,0,0,0,0,1,2,14,15,11,10,14,24,13,6,11,16,18,19,11,12,9,4,4,1
1069,81,0,0,0,0,1,0,1,4,4,1,2,7,3,6,4,4,6,8,6,6,12,5,1,0
1070,358,0,0,0,0,0,9,20,23,29,25,24,22,20,20,24,21,24,26,23,12,13,14,9,0
1071,275,0,0,0,0,3,4,14,18,28,18,16,19,12,18,19,19,10,8,20,14,14,10,6,5
1072,389,0,0,0,0,1,10,25,36,29,29,24,26,17,24,18,24,25,25,23,12,21,9,9,2
1073,113,0,0,0,0,1,0,5,9,7,8,8,11,7,5,7,5,13,8,7,3,5,1,3,0
1074,152,0,0,0,0,1,3,5,8,5,5,8,10,10,9,12,25,23,10,5,5,3,3,2,0
1075,180,0,0,0,0,0,2,8,14,18,10,15,10,10,8,9,12,10,16,14,15,4,3,2,0
1076,237,0,0,0,0,0,2,3,6,6,21,22,22,25,16,20,13,23,15,10,11,9,7,5,1
1077,118,0,0,0,0,0,0,3,2,5,14,6,10,8,10,12,13,15,13,2,2,0,3,0,0
