Rowno,Rowno,Origin_Zone,Destination_Zone,Start_Date,Aggregation,Subscriber_Class,Purpose,Count,Start_time,End_time1
64287,64287,4002,4002,1,Tue,Short Term Visitor,WH,148.5,7,8
65872,65872,4002,4002,1,Tue,Resident Worker,OO,199.03,9,10
65945,65945,4002,4002,1,Tue,Home Worker,HH,58.16,22,23
67735,67735,4002,4002,1,Tue,Outbound Commuter,HH,60.24,8,9
67736,67736,4002,4002,1,Tue,Outbound Commuter,HH,60.24,9,10
67737,67737,4002,4002,1,Tue,Outbound Commuter,HH,60.24,10,11
68004,68004,4002,4002,1,Tue,Long Term Visitor,OH,74.95,19,20
69307,69307,4002,4002,1,Tue,Inbound Commuter,HO,153.06,8,9
69382,69382,4002,4002,1,Tue,Inbound Commuter,OO,49.3,21,22
71682,71682,4002,4002,1,Tue,Home Worker,HH,123.26,13,14
71683,71683,4002,4002,1,Tue,Home Worker,HH,136.09,16,17
72713,72713,4002,4002,1,Tue,Outbound Commuter,OO,90.55,14,15
72872,72872,4002,4002,1,Tue,Long Term Visitor,OW,47.62,9,10
72873,72873,4002,4002,1,Tue,Long Term Visitor,WO,76.84,16,17
75889,75889,4002,4002,1,Tue,Inbound Commuter,WH,156.82,17,18
76184,76184,4002,4002,1,Tue,Short Term Visitor,HO,54.94,22,23
76185,76185,4002,4002,1,Tue,Short Term Visitor,OW,27.26,23,24
76394,76394,4002,4002,1,Tue,Long Term Visitor,OH,54.28,16,17
76690,76690,4002,4002,1,Tue,Home Worker,OO,110.62,9,10
76691,76691,4002,4002,1,Tue,Home Worker,OO,177.69,11,12
77222,77222,4002,4002,1,Tue,Short Term Visitor,WW,253.82,6,7
78392,78392,4002,4002,1,Tue,Inbound Commuter,HO,39.88,17,18
78393,78393,4002,4002,1,Tue,Inbound Commuter,HO,72.37,22,23
78649,78649,4002,4002,1,Tue,Inbound Commuter,WW,71.45,10,11
78650,78650,4002,4002,1,Tue,Inbound Commuter,WH,71.45,12,13
79149,79149,4002,4002,1,Tue,Outbound Commuter,WW,59.39,7,8
79629,79629,4002,4002,1,Tue,Long Term Visitor,HO,25.24,13,14
79791,79791,4002,4002,1,Tue,Inbound Commuter,HW,122.15,12,13
80354,80354,4002,4002,1,Tue,Long Term Visitor,HH,160.9,10,11
80759,80759,4002,4002,1,Tue,Inbound Commuter,HH,94.01,8,9
80900,80900,4002,4002,1,Tue,Outbound Commuter,HW,33.95,6,7
81676,81676,4002,4002,1,Tue,Resident Worker,OO,69.91,20,21
82467,82467,4002,4002,1,Tue,Short Term Visitor,OW,57.51,22,23
84596,84596,4002,4002,1,Tue,Outbound Commuter,HW,102.74,10,11
84723,84723,4002,4002,1,Tue,Long Term Visitor,HO,75.1,17,18
84724,84724,4002,4002,1,Tue,Long Term Visitor,OH,120.58,20,21
84881,84881,4002,4002,1,Tue,Inbound Commuter,HW,105.93,7,8
84882,84882,4002,4002,1,Tue,Inbound Commuter,WW,21.79,12,13
85132,85132,4002,4002,1,Tue,Short Term Visitor,OO,189.17,23,24
87254,87254,4002,4002,1,Tue,Outbound Commuter,HW,50.16,8,9
87839,87839,4002,4002,1,Tue,Outbound Commuter,OO,98.76,20,21
87867,87867,4002,4002,1,Tue,Short Term Visitor,WW,30.64,5,6
89341,89341,4002,4002,1,Tue,Long Term Visitor,OH,33.7,21,22
89558,89558,4002,4002,1,Tue,Home Worker,HO,64.62,8,9
