Rowno,Rowno,Origin_Zone,Destination_Zone,Start_Date,Aggregation,Subscriber_Class,Purpose,Count,Start_time,End_time1
753,753,969,952,1,Tue,Resident Worker,OO,50.46,13,14
754,754,952,969,1,Tue,Resident Worker,OO,50.46,14,15
755,755,969,627,1,Tue,Resident Worker,OH,50.46,16,17
758,758,424,947,1,Tue,Resident Worker,HW,72.48,11,12
759,759,947,709,1,Tue,Resident Worker,WO,72.48,12,13
760,760,709,413,1,Tue,Resident Worker,OH,72.48,20,21
761,761,787,903,1,Tue,Resident Worker,OO,33.25,20,21
762,762,952,925,1,Tue,Resident Worker,HW,62.55,5,6
763,763,925,950,1,Tue,Resident Worker,WH,62.55,14,15
764,764,951,950,1,Tue,Resident Worker,HH,62.55,18,19
766,766,977,972,1,Tue,Short Term Visitor,OO,89.56,13,14
768,768,514,666,1,Tue,Home Worker,HO,52.15,8,9
769,769,666,514,1,Tue,Home Worker,OH,52.15,20,21
772,772,1040,921,1,Tue,Resident Worker,HO,19.02,17,18
781,781,934,942,1,Tue,Long Term Visitor,OO,46.33,12,13
788,788,899,908,1,Tue,Long Term Visitor,OO,7.85,14,15
789,789,879,760,1,Tue,Home Worker,HO,94.66,10,11
790,790,760,879,1,Tue,Home Worker,OH,94.66,13,14
791,791,879,760,1,Tue,Home Worker,HO,50.25,16,17
792,792,760,879,1,Tue,Home Worker,OH,50.25,18,19
797,797,685,685,1,Tue,Resident Worker,HH,81.71,7,8
800,800,913,799,1,Tue,Long Term Visitor,OO,65.64,11,12
805,805,632,605,1,Tue,Long Term Visitor,OO,34.53,19,20
813,813,937,902,1,Tue,Long Term Visitor,OO,73.27,9,10
814,814,927,927,1,Tue,Short Term Visitor,OO,44.95,8,9
816,816,702,936,1,Tue,Short Term Visitor,OO,45.53,19,20
819,819,774,820,1,Tue,Home Worker,HO,34.42,12,13
820,820,820,774,1,Tue,Home Worker,OH,34.42,14,15
822,822,1050,328,1,Tue,Resident Worker,WO,37.63,18,19
823,823,897,903,1,Tue,Long Term Visitor,OO,2451.88,9,10
824,824,903,897,1,Tue,Long Term Visitor,OO,3387.98,14,15
828,828,499,775,1,Tue,Resident Worker,WO,54.32,19,20
829,829,847,1019,1,Tue,Long Term Visitor,OO,32.8,19,20
830,830,561,732,1,Tue,Resident Worker,HW,71.39,11,12
831,831,732,561,1,Tue,Resident Worker,WH,71.39,13,14
834,834,1076,917,1,Tue,Long Term Visitor,OO,13.56,19,20
835,835,903,900,1,Tue,Long Term Visitor,OO,1952.46,12,13
840,840,935,932,1,Tue,Long Term Visitor,OO,240.03,10,11
841,841,932,935,1,Tue,Long Term Visitor,OO,73.48,13,14
842,842,903,853,1,Tue,Resident Worker,HW,4.33,7,8
844,844,902,902,1,Tue,Long Term Visitor,OO,162.7,7,8
851,851,932,902,1,Tue,Long Term Visitor,OO,37.49,18,19
852,852,668,985,1,Tue,Home Worker,HO,42.99,4,5
853,853,985,805,1,Tue,Home Worker,OO,42.99,8,9
854,854,805,668,1,Tue,Home Worker,OH,42.99,12,13
855,855,632,626,1,Tue,Resident Worker,OO,51.78,11,12
856,856,626,626,1,Tue,Resident Worker,OO,51.78,13,14
857,857,626,626,1,Tue,Resident Worker,OO,51.78,18,19
858,858,867,891,1,Tue,Long Term Visitor,OO,43.51,15,16
860,860,903,935,1,Tue,Long Term Visitor,OO,233.23,15,16
867,867,791,717,1,Tue,Resident Worker,HW,47.05,10,11
868,868,717,791,1,Tue,Resident Worker,WH,47.05,17,18
874,874,485,998,1,Tue,Resident Worker,HO,16.82,8,9
875,875,998,485,1,Tue,Resident Worker,OH,16.82,11,12
878,878,922,985,1,Tue,Long Term Visitor,OO,39.22,12,13
879,879,917,801,1,Tue,Resident Worker,HW,10.38,6,7
880,880,801,917,1,Tue,Resident Worker,WH,10.38,17,18
888,888,903,900,1,Tue,Long Term Visitor,OO,2865.24,14,15
889,889,900,903,1,Tue,Long Term Visitor,OO,1792.46,15,16
890,890,824,824,1,Tue,Home Worker,HH,76.13,12,13
891,891,824,801,1,Tue,Home Worker,HO,76.13,18,19
892,892,801,824,1,Tue,Home Worker,OH,76.13,19,20
899,899,903,897,1,Tue,Long Term Visitor,OO,3672.56,16,17
900,900,885,499,1,Tue,Home Worker,HO,51.29,7,8
901,901,499,885,1,Tue,Home Worker,OH,51.29,10,11
902,902,775,885,1,Tue,Home Worker,HH,51.29,14,15
905,905,659,792,1,Tue,Home Worker,HO,42.24,6,7
906,906,792,659,1,Tue,Home Worker,OH,42.24,16,17
907,907,659,533,1,Tue,Home Worker,HO,42.24,19,20
908,908,533,807,1,Tue,Home Worker,OO,42.24,20,21
909,909,807,659,1,Tue,Home Worker,OH,42.24,22,23
911,911,935,811,1,Tue,Long Term Visitor,OO,46.57,12,13
912,912,911,917,1,Tue,Long Term Visitor,OO,31.78,10,11
920,920,775,775,1,Tue,Home Worker,HO,52.3,17,18
921,921,775,775,1,Tue,Home Worker,OH,52.3,20,21
922,922,472,472,1,Tue,Home Worker,HH,32.12,4,5
923,923,472,472,1,Tue,Home Worker,HH,59.22,17,18
924,924,311,931,1,Tue,Resident Worker,HW,47.82,6,7
925,925,931,311,1,Tue,Resident Worker,WH,47.82,12,13
936,936,629,775,1,Tue,Resident Worker,OO,62.01,9,10
937,937,775,629,1,Tue,Resident Worker,OO,62.01,22,23
939,939,903,897,1,Tue,Long Term Visitor,OO,2852.64,8,9
940,940,897,897,1,Tue,Long Term Visitor,OO,751.54,10,11
941,941,897,903,1,Tue,Long Term Visitor,OO,3377.16,14,15
944,944,576,914,1,Tue,Home Worker,HO,67.49,5,6
945,945,914,576,1,Tue,Home Worker,OH,67.49,16,17
946,946,867,815,1,Tue,Long Term Visitor,OO,45.7,15,16
947,947,785,898,1,Tue,Home Worker,HO,4.85,8,9
948,948,898,532,1,Tue,Home Worker,OO,4.85,17,18
949,949,532,785,1,Tue,Home Worker,OH,4.85,19,20
950,950,782,795,1,Tue,Resident Worker,HO,6.48,5,6
951,951,795,817,1,Tue,Resident Worker,OO,6.48,11,12
952,952,817,977,1,Tue,Resident Worker,OO,6.48,14,15
953,953,977,782,1,Tue,Resident Worker,OH,6.48,16,17
959,959,304,304,1,Tue,Home Worker,OO,40.63,17,18
963,963,446,457,1,Tue,Resident Worker,OO,53.25,7,8
964,964,457,585,1,Tue,Resident Worker,OW,53.25,11,12
965,965,585,435,1,Tue,Resident Worker,WO,53.25,21,22
967,967,499,624,1,Tue,Resident Worker,WO,75.86,13,14
968,968,900,900,1,Tue,Long Term Visitor,OO,199.79,14,15
977,977,611,886,1,Tue,Resident Worker,HW,41.95,7,8
978,978,886,611,1,Tue,Resident Worker,WH,41.95,20,21
980,980,902,897,1,Tue,Long Term Visitor,OO,1040.61,7,8
986,986,1066,628,1,Tue,Home Worker,HO,50.0,8,9
987,987,628,1066,1,Tue,Home Worker,OH,24.78,13,14
988,988,495,773,1,Tue,Home Worker,HO,24.78,18,19
995,995,1025,977,1,Tue,Long Term Visitor,OO,79.16,15,16
996,996,882,876,1,Tue,Home Worker,HO,38.29,13,14
997,997,876,882,1,Tue,Home Worker,OH,38.29,16,17
999,999,309,795,1,Tue,Resident Worker,OO,55.92,6,7
1000,1000,795,309,1,Tue,Resident Worker,OO,55.92,12,13
1001,1001,309,309,1,Tue,Resident Worker,OO,178.69,16,17
1002,1002,889,637,1,Tue,Resident Worker,HW,29.98,7,8
1003,1003,637,637,1,Tue,Resident Worker,WW,29.98,15,16
1004,1004,637,637,1,Tue,Resident Worker,WW,29.98,22,23
1005,1005,897,791,1,Tue,Resident Worker,OO,7.96,20,21
1006,1006,897,904,1,Tue,Long Term Visitor,OO,526.46,12,13
1009,1009,895,932,1,Tue,Long Term Visitor,OO,83.66,10,11
1010,1010,932,895,1,Tue,Long Term Visitor,OO,68.68,19,20
1013,1013,1076,931,1,Tue,Long Term Visitor,OO,41.05,15,16
1014,1014,999,986,1,Tue,Home Worker,HO,32.54,9,10
1015,1015,986,999,1,Tue,Home Worker,OH,32.54,11,12
1016,1016,981,800,1,Tue,Long Term Visitor,OO,43.79,15,16
1021,1021,888,1006,1,Tue,Home Worker,HO,64.78,9,10
1022,1022,1006,888,1,Tue,Home Worker,OH,33.59,15,16
1027,1027,898,903,1,Tue,Long Term Visitor,OO,269.33,13,14
1036,1036,977,1032,1,Tue,Long Term Visitor,OO,86.07,9,10
1044,1044,634,633,1,Tue,Home Worker,HH,31.05,12,13
1045,1045,903,899,1,Tue,Long Term Visitor,OO,256.96,13,14
1046,1046,949,683,1,Tue,Resident Worker,OO,49.83,8,9
1047,1047,683,949,1,Tue,Resident Worker,OO,49.83,12,13
1048,1048,949,943,1,Tue,Resident Worker,OO,49.83,15,16
1056,1056,632,500,1,Tue,Home Worker,OH,113.69,20,21
1057,1057,916,916,1,Tue,Resident Worker,OO,13.41,11,12
1058,1058,904,903,1,Tue,Long Term Visitor,OO,210.75,12,13
1065,1065,342,1025,1,Tue,Resident Worker,HO,64.79,7,8
1066,1066,1025,342,1,Tue,Resident Worker,OH,64.79,8,9
1067,1067,952,977,1,Tue,Long Term Visitor,OO,43.61,12,13
1075,1075,935,935,1,Tue,Long Term Visitor,OO,507.09,9,10
1076,1076,957,983,1,Tue,Resident Worker,HW,37.54,9,10
1078,1078,977,985,1,Tue,Long Term Visitor,OO,612.01,17,18
1081,1081,1017,704,1,Tue,Inbound Commuter,WO,30.29,9,10
1082,1082,704,815,1,Tue,Inbound Commuter,OO,30.29,14,15
1086,1086,506,664,1,Tue,Resident Worker,HO,27.04,9,10
1087,1087,664,664,1,Tue,Resident Worker,OO,93.55,17,18
1088,1088,664,664,1,Tue,Resident Worker,OO,54.09,18,19
1089,1089,664,506,1,Tue,Resident Worker,OH,27.04,19,20
1090,1090,906,903,1,Tue,Long Term Visitor,OO,780.9,9,10
1091,1091,900,904,1,Tue,Long Term Visitor,OO,41.15,16,17
1093,1093,986,977,1,Tue,Long Term Visitor,OO,215.49,13,14
1094,1094,977,920,1,Tue,Long Term Visitor,OO,4.49,13,14
1095,1095,920,920,1,Tue,Long Term Visitor,OO,4.49,19,20
1110,1110,918,799,1,Tue,Long Term Visitor,OO,80.65,9,10
1111,1111,799,918,1,Tue,Long Term Visitor,OO,41.08,22,23
1112,1112,903,903,1,Tue,Long Term Visitor,OO,1784.32,16,17
1115,1115,903,903,1,Tue,Long Term Visitor,OO,4216.44,11,12
1116,1116,928,799,1,Tue,Long Term Visitor,OO,30.9,13,14
1123,1123,916,977,1,Tue,Long Term Visitor,OO,34.53,14,15
1133,1133,497,773,1,Tue,Resident Worker,HO,30.72,5,6
1134,1134,773,497,1,Tue,Resident Worker,OH,30.72,20,21
1140,1140,923,903,1,Tue,Long Term Visitor,OO,650.06,8,9
1141,1141,903,900,1,Tue,Long Term Visitor,OO,1897.19,10,11
1142,1142,900,903,1,Tue,Long Term Visitor,OO,3580.59,11,12
1143,1143,900,903,1,Tue,Long Term Visitor,OO,2273.99,13,14
1144,1144,903,903,1,Tue,Long Term Visitor,OO,577.15,20,21
1145,1145,903,923,1,Tue,Long Term Visitor,OO,231.29,21,22
1146,1146,917,903,1,Tue,Long Term Visitor,OO,408.78,10,11
1149,1149,950,700,1,Tue,Resident Worker,HW,62.12,9,10
1150,1150,700,826,1,Tue,Resident Worker,WO,62.12,15,16
1151,1151,826,950,1,Tue,Resident Worker,OH,62.12,17,18
1152,1152,725,725,1,Tue,Home Worker,HH,14.1,14,15
1153,1153,1070,1070,1,Tue,Home Worker,HH,97.16,14,15
1154,1154,909,909,1,Tue,Outbound Commuter,HH,6.87,7,8
1159,1159,908,897,1,Tue,Long Term Visitor,OO,496.09,9,10
1160,1160,897,795,1,Tue,Long Term Visitor,OO,102.58,22,23
1161,1161,1067,795,1,Tue,Home Worker,HO,66.31,13,14
1162,1162,795,1067,1,Tue,Home Worker,OH,66.31,20,21
1163,1163,911,958,1,Tue,Resident Worker,OO,49.62,19,20
1168,1168,919,371,1,Tue,Resident Worker,OO,50.02,15,16
1172,1172,906,815,1,Tue,Long Term Visitor,OO,31.95,10,11
1173,1173,815,936,1,Tue,Long Term Visitor,OO,59.9,13,14
1174,1174,936,936,1,Tue,Long Term Visitor,OO,72.46,16,17
1177,1177,952,835,1,Tue,Resident Worker,OW,69.66,8,9
1178,1178,835,952,1,Tue,Resident Worker,WO,69.66,18,19
1180,1180,934,902,1,Tue,Long Term Visitor,OO,41.02,14,15
1181,1181,902,911,1,Tue,Long Term Visitor,OO,41.02,18,19
1187,1187,499,632,1,Tue,Resident Worker,WO,25.48,18,19
1190,1190,897,897,1,Tue,Home Worker,HH,40.48,9,10
1191,1191,952,952,1,Tue,Resident Worker,HH,14.73,7,8
1194,1194,785,821,1,Tue,Resident Worker,HW,7.04,17,18
1195,1195,821,785,1,Tue,Resident Worker,WH,7.04,19,20
1201,1201,757,364,1,Tue,Long Term Visitor,OO,50.27,9,10
1202,1202,364,735,1,Tue,Long Term Visitor,OO,50.27,10,11
1203,1203,735,757,1,Tue,Long Term Visitor,OO,50.27,12,13
