origin_zone,total,shour0,shour1,shour2,shour3,shour4,shour5,shour6,shour7,shour8,shour9,shour10,shour11,shour12,shour13,shour14,shour15,shour16,shour17,shour18,shour19,shour20,shour21,shour22,shour23,destination_zone,total,dhour0,dhour1,dhour2,dhour3,dhour4,dhour5,dhour6,dhour7,dhour8,dhour9,dhour10,dhour11,dhour12,dhour13,dhour14,dhour15,dhour16,dhour17,dhour18,dhour19,dhour20,dhour21,dhour22,dhour23
732,72,0,0,0,0,0,1,2,4,4,4,4,4,3,8,3,2,6,13,7,3,2,2,0,0,732,76,0,0,0,0,0,0,5,6,6,8,5,2,7,5,5,2,4,3,4,5,5,2,2,0
733,129,0,0,0,0,0,3,5,3,14,8,7,8,13,6,7,9,16,13,10,3,2,1,1,0,733,125,0,0,0,0,0,1,2,8,13,9,7,4,11,4,8,10,6,13,6,8,4,6,2,3
734,39,0,0,0,0,0,0,2,1,0,6,1,5,1,2,6,5,4,2,0,2,1,1,0,0,734,35,0,0,0,0,0,1,1,1,2,2,2,3,3,5,2,1,4,0,1,2,1,2,2,0
735,113,0,0,0,0,0,2,3,5,4,8,7,12,7,10,8,8,11,8,12,4,2,2,0,0,735,115,0,0,0,0,0,1,3,4,8,4,9,9,8,4,6,4,20,12,6,4,6,4,2,1
736,47,0,0,0,0,0,2,0,1,3,1,5,2,2,2,5,4,5,6,4,0,3,1,1,0,736,46,0,0,0,0,0,0,3,1,4,8,5,2,0,4,5,2,2,4,1,2,0,1,1,0
737,80,0,0,0,0,0,0,3,1,3,10,5,7,5,5,3,1,8,13,5,2,3,4,2,0,737,81,0,0,0,0,0,0,2,5,10,6,7,3,5,5,3,3,4,6,8,3,4,3,2,2
738,80,0,0,0,0,0,1,4,8,4,4,4,2,5,4,5,3,10,14,2,3,2,2,3,0,738,84,0,0,0,0,0,0,0,2,4,4,7,2,4,8,5,4,5,12,10,4,3,6,3,1
739,69,0,0,0,0,0,1,3,10,5,5,5,6,5,4,1,4,3,5,4,5,0,1,2,0,739,73,0,0,0,0,0,0,1,1,3,10,3,2,5,3,2,5,4,3,10,6,8,1,5,1
740,39,0,0,0,0,0,0,1,6,5,3,3,3,3,1,3,3,3,1,1,0,1,0,2,0,740,30,0,0,0,0,0,0,1,0,3,0,2,1,1,1,4,2,6,0,1,4,1,1,1,1
741,38,0,0,0,0,0,0,0,2,4,3,4,5,0,2,2,2,6,2,2,1,1,1,0,1,741,46,0,0,0,0,0,0,0,1,3,0,1,3,3,1,2,5,5,3,5,5,5,2,1,0
742,95,0,0,0,0,1,0,2,3,9,9,5,4,7,3,16,6,8,7,6,2,5,1,1,0,742,93,0,0,0,0,0,1,7,12,8,6,5,8,0,4,3,4,5,6,7,7,4,3,1,2
743,115,0,0,0,0,0,1,0,4,3,3,4,7,9,10,13,8,13,9,12,7,4,4,3,1,743,125,0,0,0,0,0,1,0,4,10,9,10,11,11,6,8,7,11,8,11,8,5,3,1,0
744,121,0,0,0,0,0,2,1,4,5,7,6,6,7,9,8,4,8,18,14,6,6,6,4,0,744,117,0,0,0,0,0,0,2,1,8,17,6,10,8,7,8,5,6,9,9,8,4,6,2,1
745,53,0,0,0,0,0,2,4,1,5,4,4,1,3,2,5,1,2,6,5,4,0,3,1,0,745,56,0,0,0,0,0,0,2,2,5,3,2,2,1,4,2,3,6,5,7,3,2,0,6,1
746,29,0,0,0,0,0,1,1,7,2,4,2,0,3,3,0,0,2,0,2,1,1,0,0,0,746,27,0,0,0,0,0,0,0,0,1,0,1,0,1,3,2,0,2,1,6,4,2,2,0,1
747,130,0,0,0,0,0,0,1,7,8,15,9,3,3,16,17,10,7,11,7,7,2,3,2,2,747,121,0,0,0,0,0,0,1,12,8,11,10,4,6,4,7,5,5,7,11,13,6,4,4,3
748,187,0,0,0,0,1,0,8,4,8,4,6,9,9,13,15,16,17,16,12,10,16,12,11,0,748,184,0,0,0,0,0,1,4,6,14,10,10,16,8,16,22,9,11,12,15,12,9,6,0,2
749,27,0,0,0,0,0,0,0,1,1,1,0,5,3,3,2,2,0,3,2,0,0,0,4,0,749,24,0,0,0,0,0,0,2,1,0,1,1,2,3,1,1,2,3,1,1,2,1,1,1,0
750,30,0,0,0,0,0,0,1,0,3,2,1,3,0,0,4,3,2,1,2,4,1,0,3,0,750,34,0,0,0,0,0,0,1,0,3,0,1,3,2,3,1,0,4,0,5,4,3,2,0,2
751,160,0,0,0,0,2,2,12,9,11,12,6,12,10,10,6,10,9,16,10,8,6,5,4,0,751,158,0,0,0,0,0,1,3,3,1,9,9,3,16,12,9,6,12,16,22,13,4,5,10,4
752,86,0,0,0,0,1,0,1,0,1,7,1,1,6,8,5,7,12,17,1,9,4,1,4,0,752,94,0,0,0,0,0,0,1,5,9,7,3,9,3,5,6,4,10,7,12,2,5,2,4,0
753,22,0,0,0,0,0,0,0,1,1,3,1,1,2,3,0,3,2,2,1,0,0,0,1,1,753,23,0,0,0,0,0,0,0,0,2,1,2,1,2,1,2,2,2,3,1,2,0,0,2,0
754,69,0,0,0,0,1,3,1,14,5,4,3,4,5,3,3,7,4,4,1,3,3,1,0,0,754,66,0,0,0,0,0,0,3,0,3,1,6,3,4,7,3,4,6,5,6,3,3,3,5,1
755,76,0,0,0,0,0,1,0,0,2,4,2,1,6,8,3,9,8,9,9,3,8,2,1,0,755,78,0,0,0,0,0,1,1,4,4,4,5,6,7,6,5,5,9,7,3,4,3,3,0,0
756,81,0,0,0,0,0,3,5,5,5,6,3,4,6,7,9,6,4,4,1,3,5,3,2,0,756,75,0,0,0,0,0,1,2,2,3,4,6,2,4,7,4,9,3,5,6,5,5,3,1,3
757,75,0,0,0,0,0,0,2,5,8,8,4,9,6,7,7,5,4,6,1,1,1,0,0,1,757,77,0,0,0,0,0,0,1,1,4,3,4,4,6,7,4,7,3,7,3,7,7,4,1,4
758,128,0,0,0,0,2,2,4,7,11,11,15,9,3,6,9,11,11,4,7,6,4,5,1,0,758,136,0,0,0,0,0,1,0,3,5,9,4,2,6,6,10,11,9,16,13,9,9,12,6,4
759,49,0,0,0,0,0,0,2,9,2,5,5,3,3,2,0,4,1,4,1,1,3,2,1,1,759,55,0,0,0,0,0,0,0,2,1,2,2,2,3,1,6,5,7,11,6,4,2,0,0,0
760,119,0,0,0,0,1,1,9,7,14,5,3,10,10,5,7,5,3,7,14,6,2,7,2,1,760,121,0,0,0,0,0,0,1,3,6,7,5,12,6,7,7,8,6,6,16,13,7,3,6,2
761,42,0,0,0,0,1,2,0,0,1,1,5,1,2,5,4,3,4,4,4,3,0,1,1,0,761,41,0,0,0,0,0,0,0,2,3,5,5,4,0,4,2,3,1,3,2,1,1,2,2,1
762,10,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,1,0,2,0,1,1,0,0,0,762,10,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,2,1,2,0,0,1,0,0,0
763,100,0,0,0,0,0,3,5,9,5,8,8,9,4,4,6,9,6,5,10,3,3,1,2,0,763,112,0,0,0,0,0,0,2,1,2,5,5,11,7,3,6,7,10,14,12,8,4,4,7,4
764,91,0,0,0,0,0,1,5,4,6,10,7,3,7,8,10,3,2,11,10,2,1,0,1,0,764,89,0,0,0,0,0,0,2,4,10,2,7,6,5,4,12,3,6,9,4,4,2,3,2,3
765,74,0,0,0,0,0,2,9,5,5,7,4,6,5,6,4,1,5,5,2,4,3,0,1,0,765,54,0,0,0,0,0,0,1,2,5,1,2,2,2,3,6,1,3,4,8,4,4,3,3,0
766,121,0,0,0,0,1,7,2,9,3,8,12,7,6,9,6,11,8,4,13,5,4,3,3,0,766,121,0,0,0,0,0,0,4,8,7,11,6,5,6,9,9,9,6,11,9,6,5,3,3,4
767,110,0,0,0,0,1,2,2,5,4,5,11,6,7,5,7,8,9,7,4,8,10,8,1,0,767,119,0,0,0,0,0,1,2,4,6,10,2,12,2,10,4,5,9,8,15,4,10,6,7,2
768,55,0,0,0,0,1,2,6,5,3,6,3,3,6,4,5,4,3,2,1,0,1,0,0,0,768,55,0,0,0,0,0,0,0,3,5,2,4,2,3,7,3,0,1,5,3,5,4,2,2,1
769,22,0,0,0,0,0,0,1,1,2,3,2,1,2,1,0,0,3,0,1,4,0,1,0,0,769,29,0,0,0,0,0,0,1,1,1,1,1,1,3,1,3,0,1,4,3,4,1,2,1,0
770,9,0,0,0,0,0,1,0,1,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,770,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0
771,106,0,0,0,0,0,3,10,6,10,14,5,6,4,7,9,5,5,7,5,2,1,5,2,0,771,105,0,0,0,0,0,0,0,4,4,4,5,2,4,8,5,10,10,12,15,10,4,4,3,1
772,240,0,0,0,0,1,3,13,17,25,16,20,17,16,8,16,20,12,17,16,10,6,2,4,1,772,252,0,0,0,0,0,1,4,12,16,12,9,19,22,8,20,18,11,25,19,17,11,19,8,1
773,143,0,0,0,0,1,6,8,12,11,8,8,9,6,3,13,9,9,11,13,6,6,1,3,0,773,157,0,0,0,0,0,3,2,5,2,8,6,8,11,9,11,11,20,15,15,11,6,7,2,5
774,222,0,0,0,0,0,8,13,26,24,10,13,13,12,13,21,10,10,15,8,7,9,7,3,0,774,224,0,0,0,0,0,1,6,9,10,10,11,7,14,8,13,13,17,20,28,16,14,12,11,3
775,594,0,0,0,0,1,16,28,38,36,38,35,36,47,36,29,48,33,47,49,28,17,20,12,0,775,601,0,0,0,0,0,1,15,23,34,32,31,29,39,41,35,36,42,62,61,37,30,26,16,10
776,19,0,0,0,0,2,1,0,1,2,4,0,1,1,0,0,3,0,0,1,1,0,2,0,0,776,19,0,0,0,0,0,0,2,2,0,1,1,2,2,1,1,1,2,0,0,1,0,2,1,0
777,7,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,777,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
778,15,0,0,0,0,2,1,1,1,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,778,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,1,3,2,0,0,1,0,0
779,13,0,0,0,0,0,0,0,1,0,1,0,2,0,2,2,0,3,0,0,0,1,0,1,0,779,17,0,0,0,0,0,0,2,1,2,2,1,1,0,1,2,0,0,1,1,1,0,2,0,0
780,306,0,0,0,0,0,2,3,9,4,11,16,15,22,29,31,23,24,24,24,24,26,18,1,0,780,317,0,0,0,0,0,1,2,6,13,15,21,28,30,22,21,23,24,31,35,21,13,4,6,1
781,287,0,0,0,0,2,6,22,29,23,20,16,29,18,13,22,11,20,17,15,10,6,6,2,0,781,278,0,0,0,0,0,0,3,7,11,16,13,15,18,18,14,21,28,27,29,20,11,15,5,7
782,148,0,0,0,0,0,8,11,10,16,11,19,9,11,5,10,7,8,3,9,6,2,0,3,0,782,149,0,0,0,0,0,0,6,4,4,6,7,6,8,10,4,9,14,14,9,11,10,10,8,9
783,78,0,0,0,0,1,2,7,11,8,5,8,4,4,3,2,4,4,2,8,3,1,0,1,0,783,71,0,0,0,0,0,0,0,2,3,5,1,1,3,1,4,2,9,6,13,6,5,3,4,3
784,176,0,0,0,0,0,2,12,16,16,9,10,12,15,7,10,10,15,9,13,3,5,4,7,1,784,178,0,0,0,0,0,0,0,6,7,7,11,8,11,14,10,11,8,15,16,11,14,11,11,6
785,248,0,0,0,0,4,6,19,17,17,17,18,15,16,15,11,6,16,19,14,10,8,8,9,3,785,246,0,0,0,0,0,2,2,8,6,8,9,13,17,11,8,13,28,21,24,24,20,12,12,5
786,56,0,0,0,0,1,4,4,7,5,7,4,1,5,2,2,1,4,3,3,1,1,1,0,0,786,44,0,0,0,0,0,1,1,2,0,3,2,1,1,1,3,4,3,5,3,6,3,1,3,1
787,370,0,0,0,0,2,5,22,30,32,26,19,22,20,26,23,23,26,29,20,17,8,10,10,0,787,363,0,0,0,0,0,0,9,14,18,18,21,21,20,20,23,28,33,32,23,24,21,15,15,8
788,385,0,0,0,0,3,8,31,33,25,36,19,29,28,23,18,29,21,21,24,9,10,13,5,0,788,397,0,0,0,0,0,1,7,22,16,24,25,14,25,25,30,30,36,33,33,27,20,14,10,5
789,252,0,0,0,0,0,1,11,20,15,28,16,23,14,21,24,10,24,14,17,5,3,4,2,0,789,269,0,0,0,0,0,1,2,12,12,16,13,16,13,14,14,20,28,23,18,16,19,14,10,7
790,137,0,0,0,0,0,0,2,11,12,8,10,16,10,9,10,9,8,15,5,6,5,1,0,0,790,141,0,0,0,0,0,0,0,6,4,12,12,14,9,6,3,11,14,9,13,11,5,7,1,4
791,234,0,0,0,0,0,2,8,20,25,26,20,11,18,18,13,11,18,15,7,9,3,5,4,1,791,238,0,0,0,0,0,1,1,7,11,11,14,8,14,13,17,19,14,24,24,23,11,14,9,2
792,389,0,0,0,0,1,5,18,23,26,30,31,21,29,27,19,27,29,28,29,9,22,9,6,0,792,371,0,0,0,0,0,1,6,27,14,23,32,16,23,23,16,22,33,28,32,30,16,14,8,7
793,219,0,0,0,0,1,4,4,16,12,19,11,16,9,8,16,16,18,22,15,14,4,11,3,0,793,202,0,0,0,0,0,0,7,8,16,12,11,9,13,12,16,11,11,18,20,9,14,5,6,4
794,143,0,0,0,0,1,2,4,13,8,14,14,4,9,3,11,16,15,6,4,5,5,4,3,2,794,133,0,0,0,0,0,0,0,4,6,10,5,7,7,6,3,10,6,10,9,15,11,10,8,5
795,750,0,0,0,0,1,4,23,26,25,41,34,50,53,48,52,53,53,56,43,63,55,45,19,6,795,793,0,0,0,0,0,4,13,17,47,50,51,28,52,55,51,52,57,73,76,64,51,31,10,9
796,389,0,0,0,0,1,3,9,15,28,30,25,20,23,21,19,24,23,31,20,34,25,24,12,2,796,466,0,0,0,0,0,2,5,7,16,32,26,23,35,24,20,35,41,37,54,40,27,23,13,3
797,319,0,0,0,0,2,5,10,20,31,18,19,18,17,20,24,25,31,27,16,12,13,7,3,1,797,318,0,0,0,0,0,1,4,7,21,15,21,13,19,15,19,22,28,33,35,19,15,17,10,3
798,364,0,0,0,0,2,8,9,24,29,19,27,25,17,26,27,32,32,30,17,15,10,9,6,0,798,357,0,0,0,0,0,3,9,11,28,28,19,23,24,15,21,22,23,23,21,21,22,19,13,10
799,891,0,0,0,0,8,10,6,14,15,14,36,26,42,50,57,90,106,125,110,97,42,28,13,2,799,745,0,0,0,0,0,3,21,60,83,114,113,89,56,49,29,22,14,20,26,13,15,8,7,3
800,470,0,0,0,0,1,2,3,6,9,7,13,23,21,30,57,53,37,48,49,41,41,16,12,1,800,388,0,0,0,0,0,1,15,26,46,63,50,47,33,21,19,13,6,9,7,9,8,8,6,1
801,966,0,0,0,0,3,11,20,32,40,40,47,34,41,48,68,69,80,89,81,77,64,58,54,10,801,1032,0,0,0,0,0,9,11,33,48,87,103,70,79,84,71,68,56,75,67,51,53,26,22,13
802,79,0,0,0,0,0,1,2,2,6,5,6,3,3,2,4,3,8,8,5,4,6,8,2,1,802,85,0,0,0,0,0,0,2,3,1,2,7,1,7,11,2,12,7,7,6,6,3,4,1,2
803,113,0,0,0,0,0,0,1,6,11,11,7,7,7,4,11,12,1,7,9,7,5,4,3,0,803,124,0,0,0,0,0,0,1,3,5,4,4,7,10,10,11,9,3,9,12,15,6,10,3,2
804,242,0,0,0,0,0,0,5,10,14,14,16,10,18,18,15,26,26,13,13,14,11,8,7,4,804,239,0,0,0,0,0,0,2,8,10,14,25,23,15,21,23,15,22,19,5,11,7,11,4,4
805,162,0,0,0,0,0,1,4,8,14,13,11,12,13,4,5,10,9,15,13,7,10,5,6,2,805,177,0,0,0,0,0,0,1,2,9,7,10,14,11,13,11,14,12,12,14,15,9,5,4,12
806,121,0,0,0,0,0,1,6,4,6,12,7,4,9,8,10,9,9,13,7,5,5,1,3,2,806,146,0,0,0,0,0,1,1,3,9,8,5,10,11,9,13,9,14,10,13,10,8,4,3,5
807,350,0,0,0,0,1,3,11,22,24,28,20,17,14,22,25,27,30,33,24,17,5,16,10,1,807,366,0,0,0,0,0,1,3,15,15,22,27,40,25,37,30,24,22,21,15,17,23,12,6,9
808,177,0,0,0,0,0,1,1,2,3,0,2,7,18,12,17,17,23,18,21,14,9,4,6,2,808,198,0,0,0,0,0,0,2,6,8,13,24,22,18,21,13,11,16,4,13,8,6,6,3,4
809,186,0,0,0,0,0,5,0,8,5,12,10,9,14,10,17,11,13,12,19,13,18,7,3,0,809,205,0,0,0,0,0,2,2,3,13,17,14,15,19,12,16,11,11,17,16,19,10,5,2,1
810,182,0,0,0,0,0,1,3,5,6,11,7,10,13,14,11,15,14,22,14,12,15,7,0,2,810,174,0,0,0,0,0,1,6,15,29,24,18,16,4,11,6,7,2,12,5,5,3,4,5,1
811,38,0,0,0,0,0,0,4,2,4,0,1,3,3,2,1,2,5,2,1,3,4,1,0,0,811,43,0,0,0,0,0,0,2,4,1,3,1,4,2,3,3,4,3,1,2,6,1,2,0,1
812,78,0,0,0,0,0,2,1,1,4,1,3,7,7,3,11,9,7,2,11,2,4,1,2,0,812,85,0,0,0,0,0,0,4,7,7,7,6,4,7,9,3,5,4,2,5,4,3,5,2,1
813,306,0,0,0,0,3,3,15,19,25,23,16,23,18,26,14,15,23,23,16,14,9,10,9,2,813,315,0,0,0,0,0,1,6,7,12,15,13,17,12,22,23,22,23,39,25,22,10,19,16,7
814,95,0,0,0,0,1,3,1,6,5,7,4,7,8,6,4,4,7,10,9,4,3,3,2,1,814,90,0,0,0,0,0,1,3,2,4,7,5,7,8,3,4,4,8,11,8,2,4,4,5,0
815,326,0,0,0,0,0,2,11,21,13,19,18,16,27,25,19,24,31,27,19,15,18,11,9,1,815,317,0,0,0,0,0,1,5,12,20,18,25,25,18,23,20,20,20,23,17,14,20,14,10,11
816,20,0,0,0,0,0,1,2,1,0,2,2,2,3,1,1,1,1,2,0,1,0,0,0,0,816,18,0,0,0,0,0,0,0,1,3,0,2,4,0,3,0,0,1,0,1,0,0,2,0,1
817,198,0,0,0,0,0,1,5,10,10,5,14,15,6,14,13,17,15,20,18,7,13,11,3,1,817,194,0,0,0,0,0,1,5,3,10,20,20,15,10,16,13,15,11,13,10,9,11,7,4,1
818,61,0,0,0,0,0,2,4,1,3,1,2,5,5,2,5,4,8,2,7,5,2,0,2,1,818,68,0,0,0,0,0,1,1,6,8,6,1,2,4,7,0,8,3,7,4,2,1,2,3,2
819,295,0,0,0,0,2,2,10,13,11,9,16,16,18,23,15,24,18,25,22,23,15,20,10,3,819,297,0,0,0,0,0,1,5,11,16,18,18,25,28,16,21,18,20,24,24,17,9,12,8,6
820,613,0,0,0,0,2,1,10,24,22,14,33,27,43,54,49,46,45,42,61,43,45,34,16,2,820,668,0,0,0,0,0,2,2,13,36,35,50,76,57,51,47,43,45,53,50,45,28,18,12,3
821,275,0,0,0,0,1,5,9,19,15,17,18,17,15,15,13,32,34,25,10,8,9,8,4,1,821,241,0,0,0,0,0,1,11,15,32,27,8,11,14,19,17,14,8,13,13,10,7,7,5,8
822,159,0,0,0,0,3,5,8,8,18,8,13,16,5,10,8,8,18,8,10,7,2,2,2,0,822,154,0,0,0,0,0,2,8,4,11,8,7,7,9,5,11,8,6,12,6,11,13,12,9,4
823,76,0,0,0,0,0,4,4,7,6,2,10,7,4,7,3,4,2,5,5,2,1,1,2,0,823,75,0,0,0,0,0,0,1,3,1,6,3,4,4,4,9,3,2,7,6,6,4,6,5,1
824,62,0,0,0,0,0,3,2,3,7,4,2,3,7,1,5,7,4,3,5,2,3,1,0,0,824,64,0,0,0,0,0,0,0,2,5,4,3,3,3,4,2,3,5,5,3,7,7,4,3,1
825,35,0,0,0,0,0,1,3,1,5,2,1,1,3,1,1,2,5,1,2,2,2,1,1,0,825,33,0,0,0,0,0,0,1,2,1,4,1,1,0,0,1,3,5,4,2,1,1,0,2,4
826,55,0,0,0,0,0,1,1,2,2,3,3,2,3,0,6,6,4,10,2,3,5,2,0,0,826,53,0,0,0,0,0,2,4,6,6,3,8,3,2,1,0,1,4,4,5,0,2,0,1,0
827,36,0,0,0,0,0,0,0,2,1,1,0,3,4,1,2,2,4,7,2,0,2,3,2,0,827,35,0,0,0,0,0,0,1,6,7,0,6,2,1,1,0,2,0,2,3,1,3,0,0,0
828,41,0,0,0,0,0,0,3,2,2,2,2,6,3,1,2,2,5,2,0,3,6,0,0,0,828,41,0,0,0,0,0,0,0,5,3,1,3,6,4,1,1,0,3,5,3,1,3,1,0,0
829,30,0,0,0,0,0,1,1,1,3,1,1,5,3,3,1,3,0,2,2,1,1,0,1,0,829,32,0,0,0,0,0,0,0,2,4,1,0,3,2,1,0,1,2,1,1,5,2,2,3,2
830,46,0,0,0,0,0,1,3,2,5,3,2,0,6,0,1,4,5,2,6,1,3,1,1,0,830,40,0,0,0,0,0,0,0,0,0,2,1,2,1,3,1,5,2,2,6,7,1,2,2,1
831,31,0,0,0,0,1,2,0,2,1,2,4,2,2,2,1,0,2,1,6,0,2,0,0,1,831,28,0,0,0,0,0,0,2,0,0,0,2,1,1,1,1,2,2,1,3,4,4,3,1,0
832,305,0,0,0,0,0,12,17,25,24,19,17,19,21,16,16,19,18,20,9,15,14,14,9,1,832,286,0,0,0,0,0,2,5,13,16,12,10,16,17,15,12,25,26,17,25,19,16,12,16,10
833,50,0,0,0,0,1,2,2,2,4,2,1,4,5,5,3,1,5,4,2,1,2,3,1,0,833,56,0,0,0,0,0,1,2,1,5,2,5,1,7,3,1,8,2,4,8,0,3,2,0,1
834,253,0,0,0,0,1,6,4,8,9,10,11,16,18,10,19,25,28,34,26,15,3,7,2,1,834,246,0,0,0,0,0,2,10,33,34,14,17,19,18,17,13,10,7,15,14,6,4,6,3,3
835,309,0,0,0,0,1,2,3,9,6,8,16,15,32,20,34,38,33,29,25,12,13,8,4,1,835,286,0,0,0,0,0,6,10,19,27,24,29,29,16,16,15,17,18,21,7,13,6,4,2,6
836,58,0,0,0,0,0,1,2,2,2,8,3,3,4,5,5,6,8,4,2,1,0,2,0,0,836,49,0,0,0,0,0,1,2,4,6,2,2,1,2,4,4,5,3,6,1,2,2,0,1,0
837,30,0,0,0,0,0,0,1,3,2,3,4,1,0,2,1,3,1,4,1,1,1,1,1,0,837,29,0,0,0,0,0,0,0,0,0,1,1,3,1,2,1,5,4,0,4,1,2,3,1,0
838,67,0,0,0,0,0,2,1,7,7,5,4,5,5,4,3,6,0,8,1,4,4,0,1,0,838,66,0,0,0,0,0,0,2,0,4,5,5,5,4,7,2,7,1,6,6,0,3,2,6,0
839,124,0,0,0,0,1,3,2,6,8,8,12,8,6,9,9,11,11,5,11,6,2,1,4,1,839,115,0,0,0,0,0,0,2,7,5,9,9,8,10,6,8,5,1,9,9,6,5,7,3,5
840,57,0,0,0,0,1,1,1,2,2,1,2,3,2,3,10,5,5,3,5,3,6,1,0,1,840,51,0,0,0,0,0,0,6,3,6,3,1,1,3,3,2,3,2,5,3,6,0,3,0,0
841,65,0,0,0,0,0,1,2,2,2,1,1,8,7,4,6,5,3,5,6,6,3,2,1,0,841,70,0,0,0,0,0,0,3,1,5,7,5,3,5,8,4,6,3,3,8,2,2,3,1,1
842,182,0,0,0,0,0,5,5,5,5,6,12,1,10,13,17,10,19,20,18,15,8,8,5,0,842,194,0,0,0,0,0,0,4,2,13,12,11,13,12,22,21,9,15,17,24,5,7,1,1,5
843,94,0,0,0,0,1,2,6,3,8,5,8,3,8,7,5,7,4,13,4,5,1,3,1,0,843,86,0,0,0,0,0,0,1,6,4,9,2,2,6,7,4,7,6,8,9,5,4,1,3,2
844,91,0,0,0,0,0,2,1,5,9,9,4,11,7,4,8,12,6,6,3,2,1,1,0,0,844,91,0,0,0,0,0,1,2,9,6,3,7,6,7,7,7,7,3,6,6,3,5,1,2,3
845,75,0,0,0,0,0,2,4,5,6,4,2,2,3,4,5,4,8,5,8,6,4,3,0,0,845,67,0,0,0,0,0,0,0,2,3,4,3,7,2,7,5,3,7,3,5,5,5,3,3,0
846,54,0,0,0,0,0,3,1,3,0,6,4,3,1,1,5,7,6,4,4,1,2,1,2,0,846,59,0,0,0,0,0,1,1,3,5,9,1,3,4,3,3,3,3,3,4,7,4,0,1,1
847,34,0,0,0,0,0,2,1,3,2,2,1,4,1,3,0,2,6,4,2,1,0,0,0,0,847,32,0,0,0,0,0,0,0,0,7,1,0,1,4,2,1,2,2,3,2,1,2,2,2,0
848,200,0,0,0,0,2,2,4,2,6,4,7,15,13,18,13,17,23,16,18,13,14,9,4,0,848,191,0,0,0,0,0,2,5,6,11,16,13,17,17,15,11,15,14,5,13,12,8,5,5,1
849,139,0,0,0,0,1,0,6,14,12,14,5,6,8,11,12,8,13,9,5,5,4,2,3,1,849,130,0,0,0,0,0,0,0,2,6,9,6,4,10,11,8,11,9,8,13,9,5,6,10,3
850,66,0,0,0,0,0,0,1,5,1,5,4,1,4,7,4,8,5,4,8,4,4,0,0,1,850,69,0,0,0,0,0,1,2,4,5,4,6,5,2,4,6,4,4,6,7,1,3,2,1,1
851,76,0,0,0,0,0,3,0,2,5,9,7,1,6,4,4,5,5,7,4,6,3,2,1,2,851,69,0,0,0,0,0,0,1,4,2,3,4,2,8,7,3,6,8,4,6,3,3,2,2,1
852,154,0,0,0,0,2,0,3,6,16,9,10,7,9,5,15,12,11,14,13,6,6,8,1,1,852,139,0,0,0,0,0,0,5,10,12,11,8,7,7,10,8,9,11,10,7,5,7,6,3,2
853,126,0,0,0,0,1,2,6,13,9,9,6,11,9,8,5,10,11,6,4,8,3,4,1,0,853,136,0,0,0,0,0,0,1,2,12,6,6,7,8,6,11,10,7,10,12,12,12,6,7,0
854,71,0,0,0,0,2,1,3,7,3,8,1,6,3,2,5,6,4,3,8,2,1,4,2,0,854,69,0,0,0,0,0,0,1,3,5,3,2,3,2,5,5,6,8,4,4,6,6,1,3,2
855,31,0,0,0,0,0,1,1,3,0,5,1,0,3,2,3,2,3,2,4,0,1,0,0,0,855,31,0,0,0,0,0,0,0,0,2,2,3,1,2,1,3,3,2,1,1,5,0,3,1,1
856,94,0,0,0,0,3,2,6,9,5,11,6,7,5,7,8,6,3,3,5,2,1,3,2,0,856,108,0,0,0,0,0,1,1,4,6,5,2,5,5,6,10,8,9,4,11,7,11,4,6,3
857,52,0,0,0,0,2,2,3,6,2,4,5,1,1,5,1,5,2,1,5,3,2,1,1,0,857,50,0,0,0,0,0,1,0,1,3,1,2,0,1,4,2,3,6,1,8,6,5,2,3,1
858,137,0,0,0,0,1,6,10,11,10,12,9,5,7,7,9,5,9,8,10,6,6,0,5,1,858,137,0,0,0,0,0,2,5,6,5,6,5,6,3,8,6,14,7,13,13,13,10,6,3,6
859,108,0,0,0,0,2,6,5,4,5,8,6,6,12,10,7,9,4,6,8,4,4,1,1,0,859,98,0,0,0,0,0,0,2,3,8,6,5,8,12,10,3,9,8,6,3,6,2,5,2,0
860,149,0,0,0,0,1,0,6,7,14,14,9,8,7,6,12,7,13,11,7,9,11,3,3,1,860,149,0,0,0,0,0,0,3,3,11,8,7,4,7,11,7,11,6,17,12,12,15,7,4,4
861,146,0,0,0,0,2,2,9,11,12,10,13,8,5,8,6,9,6,15,9,5,9,4,3,0,861,154,0,0,0,0,0,1,1,4,10,8,7,7,8,6,10,6,16,13,13,15,14,10,2,2
862,189,0,0,0,0,1,4,10,14,15,13,14,22,9,7,12,11,12,13,8,6,5,9,3,1,862,173,0,0,0,0,0,0,1,5,8,7,6,12,15,13,12,9,16,17,14,17,8,5,4,4
863,119,0,0,0,0,0,3,6,10,7,7,7,12,5,4,7,5,15,9,4,1,7,6,4,0,863,105,0,0,0,0,0,0,0,1,7,6,2,7,13,7,5,7,8,7,9,7,6,4,4,5
